mu,sigma,runtime,fn.evals,n,gp
0.369724251586151,0.7245649232256743,0.34375,13.0,5000.0,0.0
0.41622112153398555,0.7498345917091037,0.359375,12.0,6000.0,1.0
0.4153090470410591,0.6510725014279107,0.40625,15.0,7000.0,2.0
0.4104045787425004,0.7177503672606728,0.0625,12.0,8000.0,3.0
0.34013037789773604,0.6479732288842606,0.390625,9.0,9000.0,4.0
0.3548542849733411,0.7011550383473866,0.421875,11.0,5000.0,0.0
0.40016479310377684,0.7682444240999693,0.375,19.0,6000.0,1.0
0.36903527923907053,0.6830028429271534,0.40625,15.0,7000.0,2.0
0.3739355764088229,0.6667296183117325,0.375,17.0,8000.0,3.0
0.32163096044774026,0.5931665702978727,0.40625,16.0,9000.0,4.0
0.4022463805481753,0.7230762156777337,0.25,15.0,5000.0,0.0
0.43575950189184787,0.7203713826349988,0.40625,15.0,6000.0,1.0
0.4134176784678698,0.6912994233767548,0.359375,15.0,7000.0,2.0
0.38056431780833594,0.6822374212588809,0.078125,13.0,8000.0,3.0
0.38218505454998236,0.6668664652229087,0.484375,20.0,9000.0,4.0
0.35598824562143105,0.8039013792884762,0.328125,10.0,5000.0,0.0
0.42543810782371766,0.7425606837982004,0.171875,19.0,6000.0,1.0
0.43319767045537716,0.7429018909579636,0.203125,12.0,7000.0,2.0
0.4114893964562772,0.7164044569396569,0.4375,23.0,8000.0,3.0
0.3646087105079252,0.687221904433839,0.359375,11.0,9000.0,4.0
0.3110485311905817,0.7348654451993426,0.359375,16.0,5000.0,0.0
0.3608966136715025,0.7378297846410548,0.359375,10.0,6000.0,1.0
0.35996970588491667,0.7043573906175868,0.34375,18.0,7000.0,2.0
0.3947879099138331,0.6569152050182326,0.171875,20.0,8000.0,3.0
0.3531233708113613,0.6624510641645835,0.265625,22.0,9000.0,4.0
0.4765958599923262,0.7778191672667575,0.6875,19.0,5000.0,0.0
0.4578020066564401,0.7810662873248961,0.25,10.0,6000.0,1.0
0.37777341079443616,0.6989597301780109,0.390625,13.0,7000.0,2.0
0.4124006539409107,0.6793658722212506,0.40625,21.0,8000.0,3.0
0.3681659318333164,0.6554589243619704,0.46875,19.0,9000.0,4.0
0.4025765208696169,0.78379011748253,0.375,14.0,5000.0,0.0
0.3879466042748898,0.7479745673848496,0.359375,12.0,6000.0,1.0
0.34918143685821224,0.6760010682782861,0.296875,22.0,7000.0,2.0
0.36559103343286037,0.6896530415618116,0.34375,14.0,8000.0,3.0
0.35050424434782373,0.6317886652116824,0.375,13.0,9000.0,4.0
0.37046059550343324,0.7812406983495431,0.09375,14.0,5000.0,0.0
0.3513004379832299,0.6474857066937688,0.40625,17.0,6000.0,1.0
0.39398666964737533,0.6999606517345272,0.25,8.0,7000.0,2.0
0.3856069166389752,0.7568474562546715,0.53125,14.0,8000.0,3.0
0.38581056651666334,0.7088906263791965,0.4375,20.0,9000.0,4.0
0.4484589842786029,0.728122650929477,0.5,18.0,5000.0,0.0
0.43467731873409554,0.7589693444930208,0.375,12.0,6000.0,1.0
0.3465483618725738,0.7090290365223949,0.3125,8.0,7000.0,2.0
0.4075989543866886,0.6335335829807275,0.09375,13.0,8000.0,3.0
0.3804340176317453,0.6227023855543453,0.4375,16.0,9000.0,4.0
0.4536413447716649,0.8026792436395092,0.265625,12.0,5000.0,0.0
0.4292696764629171,0.7375458553682583,0.234375,19.0,6000.0,1.0
0.3915279361341426,0.7150850856605115,0.28125,15.0,7000.0,2.0
0.4113343808186207,0.6846976382872222,0.265625,17.0,8000.0,3.0
0.3899100727993577,0.6518792708664535,0.390625,17.0,9000.0,4.0
0.4649181638911878,0.7660318394109262,0.390625,18.0,5000.0,0.0
0.370975048091361,0.6993227576712007,0.234375,18.0,6000.0,1.0
0.374745681279726,0.6446727211435862,0.46875,23.0,7000.0,2.0
0.3673000941383377,0.6435808563220042,0.265625,16.0,8000.0,3.0
0.3669740823235266,0.6155182310986445,0.203125,10.0,9000.0,4.0
0.41824876391719196,0.7248496543771221,0.375,20.0,5000.0,0.0
0.4301949585451467,0.7101231955573564,0.34375,16.0,6000.0,1.0
0.3744985118585821,0.6240167228976438,0.4375,14.0,7000.0,2.0
0.3816893084667507,0.6144763192626731,0.15625,21.0,8000.0,3.0
0.4002610386088764,0.6035463975887312,0.375,13.0,9000.0,4.0
0.41331533057716885,0.7784398769028068,0.375,13.0,5000.0,0.0
0.40419771987824105,0.762688920165902,0.21875,11.0,6000.0,1.0
0.3796355362705492,0.7070529258984211,0.296875,11.0,7000.0,2.0
0.36879000159447967,0.655576140487154,0.34375,10.0,8000.0,3.0
0.326919701368269,0.6378680792475651,0.421875,17.0,9000.0,4.0
0.4515535972553946,0.8058186988813566,0.15625,17.0,5000.0,0.0
0.38684022588966493,0.702322394856299,0.375,22.0,6000.0,1.0
0.3461973620191101,0.671040763916642,0.359375,11.0,7000.0,2.0
0.39172809866388125,0.6824378443447414,0.625,17.0,8000.0,3.0
0.37446254286857206,0.6677836322726595,0.0625,11.0,9000.0,4.0
0.4108714879035373,0.8170033470118868,0.140625,14.0,5000.0,0.0
0.3829038973587608,0.7185660111382607,0.421875,16.0,6000.0,1.0
0.3560625630450351,0.6885204416722494,0.390625,8.0,7000.0,2.0
0.4261020551505304,0.6708897683421096,0.390625,12.0,8000.0,3.0
0.3458501308707542,0.6211988136112265,0.34375,16.0,9000.0,4.0
0.3203466936727676,0.7313466060915071,0.1875,12.0,5000.0,0.0
0.33043352983667285,0.6947746572018242,0.5,22.0,6000.0,1.0
0.3768370291180962,0.6589300625831553,0.46875,18.0,7000.0,2.0
0.3653379297746701,0.6749041083335563,0.421875,21.0,8000.0,3.0
0.3606306651444293,0.667969921374515,0.265625,12.0,9000.0,4.0
0.3337862302111427,0.797517304467842,0.078125,13.0,5000.0,0.0
0.3544003130287286,0.7002280370117235,0.1875,12.0,6000.0,1.0
0.3869584485556706,0.6727506741210192,0.375,16.0,7000.0,2.0
