mu,sigma,runtime,fn.evals,n,gp
1.9081310841647157,0.6568386162774286,1.3125,15.0,50.0,0.0
1.931960964519432,0.6249065603006675,0.828125,9.0,100.0,1.0
1.9709764238354717,0.6379665067357058,1.140625,12.0,250.0,2.0
1.9738742803190201,0.6412896684230508,1.046875,11.0,500.0,3.0
1.9712022304358594,0.5987884421600512,1.0,13.0,1000.0,4.0
1.966935298554379,0.6221158378759879,0.890625,11.0,5000.0,5.0
1.9684005769577873,0.6212051945556959,0.953125,12.0,10000.0,6.0
1.906278875401072,0.5872097451632036,0.953125,11.0,50.0,0.0
1.8665641080481712,0.6262056690569145,0.890625,10.0,100.0,1.0
1.961846934470727,0.6290059971179724,1.078125,12.0,250.0,2.0
1.951190031489057,0.666115404317089,1.078125,11.0,500.0,3.0
1.947316383973457,0.6161645064585498,1.0625,13.0,1000.0,4.0
1.9744207555098974,0.6258625373181281,0.96875,12.0,5000.0,5.0
1.9660248162679124,0.6212054784828028,1.15625,15.0,10000.0,6.0
2.0164308927227106,0.6738014413147315,0.953125,11.0,50.0,0.0
2.0054664144562913,0.6666295113806934,0.984375,12.0,100.0,1.0
1.9746229082071745,0.6676619337593941,0.90625,10.0,250.0,2.0
1.9216689853463145,0.6135405608284832,1.0,13.0,500.0,3.0
1.9504269568622723,0.6219932475579399,1.046875,14.0,1000.0,4.0
1.9620502524966381,0.6223234748798233,1.03125,12.0,5000.0,5.0
1.9654970284813476,0.6238875911078982,0.875,11.0,10000.0,6.0
2.0192866602930972,0.6727687217968334,0.9375,12.0,50.0,0.0
2.0431669246136006,0.6273390524286907,1.140625,12.0,100.0,1.0
1.9952643134442307,0.6456366451235859,1.21875,13.0,250.0,2.0
1.9617608248511431,0.619644069967537,0.8125,10.0,500.0,3.0
1.9981853125753026,0.6322566752518968,1.109375,12.0,1000.0,4.0
1.987693605223836,0.6322537620492427,1.125,11.0,5000.0,5.0
1.9788924581179201,0.6245037306058789,0.84375,10.0,10000.0,6.0
1.980526338912328,0.6237794248923477,0.921875,11.0,50.0,0.0
1.9387380725274979,0.5539402857049658,1.078125,15.0,100.0,1.0
1.9901631919064926,0.6261026774996822,1.078125,13.0,250.0,2.0
2.012057732475047,0.6268649153839505,1.375,14.0,500.0,3.0
1.9844664705216386,0.6341273853380839,1.21875,12.0,1000.0,4.0
1.9659032368645049,0.6021028410338949,1.140625,13.0,5000.0,5.0
1.9740447927578697,0.6119475104839605,0.953125,11.0,10000.0,6.0
2.0222780157453606,0.6244377718193075,1.0,13.0,50.0,0.0
2.0641783854617772,0.6797220603933173,1.015625,11.0,100.0,1.0
1.9874018413417123,0.6404915572718108,0.875,10.0,250.0,2.0
1.98381585361964,0.646458251407442,1.078125,13.0,500.0,3.0
1.9584222312385053,0.6300357183359544,1.046875,13.0,1000.0,4.0
1.9550911239850288,0.6304124974360402,1.03125,12.0,5000.0,5.0
1.9573944432576362,0.6169427039146566,1.046875,13.0,10000.0,6.0
1.8882358346403247,0.5394787570128117,0.90625,10.0,50.0,0.0
1.9937263334535784,0.6205994965894056,0.859375,10.0,100.0,1.0
1.9878805289008734,0.6071494687852387,0.9375,10.0,250.0,2.0
1.9992475177730753,0.6262736667976095,1.234375,18.0,500.0,3.0
1.976812928736116,0.6397688557060739,0.9375,11.0,1000.0,4.0
1.9749488115191596,0.6328737344725109,1.1875,15.0,5000.0,5.0
1.9624040311424387,0.6289127715354075,1.0625,12.0,10000.0,6.0
1.9535060039179384,0.4915259444539784,0.796875,9.0,50.0,0.0
2.0119421185409445,0.6240853010249227,1.140625,14.0,100.0,1.0
1.9502547859433845,0.6301474202457105,1.0,11.0,250.0,2.0
1.9730378622339324,0.610520443831446,0.875,11.0,500.0,3.0
1.9631981278146045,0.6501144139771636,0.890625,10.0,1000.0,4.0
1.9579353311022447,0.6225110511922184,0.84375,9.0,5000.0,5.0
1.962689853305155,0.625724442857898,1.03125,12.0,10000.0,6.0
1.9108838488542867,0.588500622125894,1.03125,12.0,50.0,0.0
2.0042711535228723,0.6394039572192071,0.984375,12.0,100.0,1.0
1.9678687050655046,0.6109242005481597,1.1875,13.0,250.0,2.0
1.9685824879044087,0.6084039963821212,1.375,16.0,500.0,3.0
1.9796821012537535,0.6371907725206218,1.171875,13.0,1000.0,4.0
1.972058045409544,0.643562940973291,1.25,13.0,5000.0,5.0
1.9689462134189204,0.6280274117509909,0.890625,10.0,10000.0,6.0
2.0215241843246328,0.5626904846028056,0.9375,10.0,50.0,0.0
2.00118111364398,0.6022302253796017,1.046875,12.0,100.0,1.0
1.9339671593952155,0.6235212120053913,1.21875,16.0,250.0,2.0
1.9299138928094624,0.6058902559086748,1.03125,13.0,500.0,3.0
1.961521004768021,0.6117731628401356,0.921875,11.0,1000.0,4.0
1.9617967617861922,0.622390662644831,1.40625,14.0,5000.0,5.0
1.9609512906322573,0.6169867421022606,1.21875,12.0,10000.0,6.0
1.9805604645161394,0.5416261878283858,0.828125,9.0,50.0,0.0
1.9627244673738573,0.538725130763019,1.171875,14.0,100.0,1.0
1.9554876093546225,0.5904084561116426,1.1875,13.0,250.0,2.0
1.9704714613380592,0.5928956814985594,1.34375,16.0,500.0,3.0
1.9543240623089073,0.5834309918234396,1.21875,14.0,1000.0,4.0
1.9595557282907246,0.5863761082981872,1.1875,15.0,5000.0,5.0
1.9629452015868156,0.6048166587866277,1.234375,14.0,10000.0,6.0
1.9869099379936035,0.7166405446088631,0.859375,9.0,50.0,0.0
1.956831947186958,0.6092429100582676,0.90625,11.0,100.0,1.0
1.9359474539202388,0.6091810900120161,0.984375,11.0,250.0,2.0
1.9585909082352733,0.634070051791472,1.078125,12.0,500.0,3.0
1.9629835935438675,0.6700202142586262,1.265625,14.0,1000.0,4.0
1.9525781692497022,0.6397091602909164,1.1875,15.0,5000.0,5.0
1.9542683902237834,0.6380441880452071,1.0625,14.0,10000.0,6.0
2.0782484626258695,0.6066550383316315,0.984375,10.0,50.0,0.0
1.998231252903838,0.5955070636269032,1.046875,10.0,100.0,1.0
2.002375973736119,0.6498978797446585,1.078125,11.0,250.0,2.0
2.0041517306114107,0.6398696811193291,1.0625,12.0,500.0,3.0
1.982819586512503,0.6123896498981235,1.375,15.0,1000.0,4.0
1.974569402248178,0.6172690434386698,1.109375,13.0,5000.0,5.0
1.971000345629584,0.6163683330671444,1.125,14.0,10000.0,6.0
1.9315898581749076,0.5917996271675808,1.078125,12.0,50.0,0.0
1.885812611944819,0.614868797739983,0.921875,9.0,100.0,1.0
1.9375665536506295,0.5543507118907594,1.125,12.0,250.0,2.0
1.9201468495864165,0.5798461306461226,1.140625,12.0,500.0,3.0
1.95692307569963,0.6289105800317738,1.0,11.0,1000.0,4.0
1.95714120685038,0.6166639782727895,1.296875,14.0,5000.0,5.0
1.9694580165053293,0.6241348585760655,0.90625,11.0,10000.0,6.0
1.9129744457139604,0.5738821293162922,0.9375,9.0,50.0,0.0
1.9105359094950523,0.6237416781190585,0.84375,11.0,100.0,1.0
2.0188417906963942,0.7047450758471466,0.90625,10.0,250.0,2.0
2.015037343824981,0.7028337058931263,0.921875,10.0,500.0,3.0
1.999953665339588,0.6720550661784294,0.90625,12.0,1000.0,4.0
1.9657573225650644,0.6274680130845524,1.0,13.0,5000.0,5.0
1.9628543019601075,0.6169476158989832,0.90625,11.0,10000.0,6.0
2.0268050303067886,0.6372459405535523,0.90625,12.0,50.0,0.0
2.0363666494900605,0.6504558119509101,3.796875,17.0,100.0,1.0
1.9599562102084913,0.5746949710271644,0.984375,11.0,250.0,2.0
1.9258240373026265,0.6040683539257697,1.171875,12.0,500.0,3.0
1.9680590720902051,0.6234654062703221,0.859375,11.0,1000.0,4.0
1.9621761358474872,0.625383761583413,0.953125,10.0,5000.0,5.0
1.966804995698639,0.628021021435704,0.9375,12.0,10000.0,6.0
2.1304149682467366,0.660413661091133,1.09375,14.0,50.0,0.0
2.0473502902011256,0.7519985211670955,0.984375,12.0,100.0,1.0
2.0037118430629546,0.6719270420410764,1.078125,12.0,250.0,2.0
2.0034858098692725,0.6661911110913016,1.140625,13.0,500.0,3.0
1.9746630087848267,0.6365722562479637,1.171875,13.0,1000.0,4.0
1.9641928981594323,0.6143404534777532,1.109375,13.0,5000.0,5.0
1.9693131549611702,0.6156108912197492,1.0625,13.0,10000.0,6.0
2.0061295118286777,0.5217363623999477,1.03125,9.0,50.0,0.0
2.069744421611195,0.5950953369690462,1.046875,13.0,100.0,1.0
2.0292590030365334,0.6235986381001904,1.09375,14.0,250.0,2.0
2.0043005940053913,0.5924351327980663,1.109375,13.0,500.0,3.0
1.985279306033679,0.5976969131097055,1.0625,13.0,1000.0,4.0
1.9851357903648508,0.6112529196403701,1.21875,13.0,5000.0,5.0
1.9786563964354738,0.617102271649757,1.15625,15.0,10000.0,6.0
2.0307633915045287,0.7101955581692434,1.140625,12.0,50.0,0.0
2.047645325728477,0.7039744336309617,0.84375,11.0,100.0,1.0
2.010284380021396,0.6505133652546103,1.28125,16.0,250.0,2.0
1.984746683307662,0.6309673890449717,1.125,12.0,500.0,3.0
1.9580575289037052,0.6206914509752179,1.203125,15.0,1000.0,4.0
1.972144210294226,0.6329347156494661,0.921875,11.0,5000.0,5.0
1.9692825539359886,0.6257345267531141,1.25,14.0,10000.0,6.0
1.892471689315125,0.5367841911254155,0.984375,12.0,50.0,0.0
2.0291213076686647,0.5963369602922969,1.046875,12.0,100.0,1.0
1.9561680736068277,0.5822650577751677,1.09375,12.0,250.0,2.0
1.9798193026516073,0.6049056864476888,1.078125,12.0,500.0,3.0
1.9818674754300738,0.6160424092220436,1.25,14.0,1000.0,4.0
1.9683854288625606,0.6293664284653614,0.859375,10.0,5000.0,5.0
1.967971688741127,0.623343585254448,1.21875,12.0,10000.0,6.0
1.9621364478185621,0.7472417885934771,1.015625,12.0,50.0,0.0
1.9852048375871867,0.6424002593363354,1.0625,12.0,100.0,1.0
2.0274493636376065,0.6343640427706424,1.0,11.0,250.0,2.0
1.9944164208236876,0.6394734163627426,1.28125,14.0,500.0,3.0
1.9847413524117148,0.6321618803719814,1.1875,12.0,1000.0,4.0
1.9744928424859851,0.6327443821824705,1.046875,12.0,5000.0,5.0
1.9664505157164007,0.6263261816686218,1.125,12.0,10000.0,6.0
2.0309317321300777,0.5255555441016218,1.09375,12.0,50.0,0.0
1.9651218814103808,0.5684319999588401,0.96875,10.0,100.0,1.0
2.020704151117054,0.630256119980922,1.015625,12.0,250.0,2.0
1.9874326748980569,0.623790403687874,1.046875,12.0,500.0,3.0
1.981034369891916,0.6428287797204435,1.234375,15.0,1000.0,4.0
1.9764064291245609,0.6171123946815749,1.046875,14.0,5000.0,5.0
1.9716926453030574,0.61832841106073,1.03125,12.0,10000.0,6.0
1.878311931304337,0.6193928068695613,0.953125,12.0,50.0,0.0
1.990537562903981,0.6186493375848879,0.953125,11.0,100.0,1.0
1.9654511469522082,0.613602864722431,0.828125,10.0,250.0,2.0
1.9473312077017124,0.6406458259081944,1.046875,12.0,500.0,3.0
1.933891100397181,0.6037908784646511,1.109375,13.0,1000.0,4.0
1.96465238293834,0.6153396185913014,1.015625,13.0,5000.0,5.0
1.9722397465130035,0.6230390718619944,1.296875,14.0,10000.0,6.0
1.8704916594228675,0.5315773682912263,1.0625,13.0,50.0,0.0
1.851731149588362,0.5535372623395974,1.09375,12.0,100.0,1.0
1.9464730075350851,0.5672317350936996,1.015625,12.0,250.0,2.0
2.006350840330192,0.5885721894725114,1.21875,16.0,500.0,3.0
1.9855276362144259,0.5938550682696405,1.0,12.0,1000.0,4.0
1.957127228537279,0.6235152449402868,0.921875,11.0,5000.0,5.0
1.9681814457983196,0.61862427393293,1.015625,12.0,10000.0,6.0
1.9020200660679147,0.6028323015994183,1.015625,11.0,50.0,0.0
1.9414121599264145,0.6457004901634262,0.96875,10.0,100.0,1.0
1.8688382532243364,0.6397288049614244,1.03125,11.0,250.0,2.0
1.9141919808545915,0.6291118426492328,0.96875,12.0,500.0,3.0
1.9434996451456756,0.6386421854403818,1.25,14.0,1000.0,4.0
1.9777316608657187,0.6220586259615447,1.03125,11.0,5000.0,5.0
1.968294067377047,0.6308088208902279,1.078125,13.0,10000.0,6.0
1.7614199058359572,0.6745926339732647,1.015625,12.0,50.0,0.0
1.8833866112220996,0.6571201405532198,0.875,9.0,100.0,1.0
1.9345865792066843,0.618438257681237,1.125,12.0,250.0,2.0
1.9314457228656503,0.6253919854495251,1.234375,13.0,500.0,3.0
1.9462700560626116,0.6187567418516112,1.109375,13.0,1000.0,4.0
1.961300027794046,0.6353465020594233,1.015625,12.0,5000.0,5.0
1.9564457408083415,0.6268394654217813,0.859375,10.0,10000.0,6.0
2.0003552473997495,0.647199847773678,1.0,11.0,50.0,0.0
1.8931100602100712,0.603733448827315,1.09375,11.0,100.0,1.0
1.9431565833493274,0.5581548417857731,0.921875,12.0,250.0,2.0
1.9719479672386098,0.5987261032510223,1.203125,15.0,500.0,3.0
1.9642894757669855,0.6238022037733216,0.9375,11.0,1000.0,4.0
1.9626627733691764,0.6141368606770118,1.046875,14.0,5000.0,5.0
1.9586368249963195,0.6094233238923766,1.046875,13.0,10000.0,6.0
1.887497548867815,0.5483506659852748,0.8125,11.0,50.0,0.0
1.9056091228024064,0.5318787625237109,1.125,13.0,100.0,1.0
1.9698184487124986,0.5620096252762921,1.34375,15.0,250.0,2.0
1.9510797470254428,0.5934654421907751,1.3125,15.0,500.0,3.0
1.9673728387213296,0.6231929634782207,1.125,12.0,1000.0,4.0
1.9725467931977063,0.624845827884294,0.953125,11.0,5000.0,5.0
1.966186010775434,0.6254089730411326,0.984375,11.0,10000.0,6.0
1.9923861175778075,0.6884637226348019,1.125,13.0,50.0,0.0
1.9784753850859027,0.584159354766823,1.296875,13.0,100.0,1.0
1.9820673515220544,0.6111916162162981,1.0,12.0,250.0,2.0
1.9728903165235854,0.6309560040945708,0.9375,11.0,500.0,3.0
1.9597092824062243,0.6181348082781667,0.859375,10.0,1000.0,4.0
1.952878322294027,0.6168170798966963,1.140625,13.0,5000.0,5.0
1.9586982281880096,0.6193647104788437,1.140625,13.0,10000.0,6.0
1.8787003637717237,0.5357379604664478,0.984375,13.0,50.0,0.0
1.9019569556077558,0.5804059115295264,1.15625,13.0,100.0,1.0
1.8952345975409624,0.5751607867945168,1.140625,14.0,250.0,2.0
1.9462667915074132,0.6196642617561888,1.0625,13.0,500.0,3.0
1.9596874803659294,0.6391197899212895,1.078125,13.0,1000.0,4.0
1.967601932318471,0.6250768095166107,0.984375,11.0,5000.0,5.0
1.9711134320329968,0.6269177306894383,0.84375,10.0,10000.0,6.0
1.999344510274309,0.6692614089868654,0.96875,11.0,50.0,0.0
1.9169824084590041,0.6159148958337208,0.90625,11.0,100.0,1.0
1.90656840936358,0.6089838887746716,1.03125,13.0,250.0,2.0
1.9250107436090174,0.6356265061066418,1.109375,12.0,500.0,3.0
