mu,sigma,runtime,fn.evals,K,gp
0.05424612908023644,0.5665481993194311,0.421875,11.0,50.0,1.0
0.10768123343681439,0.6917198072387233,0.390625,8.0,100.0,2.0
0.013564207291164986,0.7513505348372199,0.375,8.0,250.0,3.0
-0.02554577948207774,0.621674322706552,0.09375,16.0,500.0,4.0
-0.0794487261801529,0.30777956491443886,0.375,9.0,25.0,0.0
-0.14262459339146188,0.5175067464858075,0.078125,10.0,50.0,1.0
0.020522058994340325,0.6934494567451669,0.09375,8.0,100.0,2.0
-0.04296596847553845,0.9758402845978068,0.109375,8.0,250.0,3.0
-0.049449282008896214,0.6278309679742726,0.546875,13.0,500.0,4.0
-0.0459205085495104,0.2792273048595064,0.328125,19.0,25.0,0.0
0.007722629993349015,0.4468911485338751,0.40625,15.0,50.0,1.0
-0.07630623105451535,0.6973984343678343,0.234375,8.0,100.0,2.0
-0.08637218216453006,0.8848946085863076,0.546875,16.0,250.0,3.0
-0.024436856963078398,0.5739384556594396,0.25,11.0,500.0,4.0
-0.0006888762392257496,0.34597569982338344,0.3125,10.0,25.0,0.0
0.04589222577637087,0.509240651154151,0.296875,11.0,50.0,1.0
0.011072502467432696,0.7344631762379803,0.21875,8.0,100.0,2.0
-0.032447678795728255,0.9224506818234522,0.5,17.0,250.0,3.0
-0.0030254066297622883,0.6264181533308285,0.28125,10.0,500.0,4.0
-0.047652016112884145,0.3247695763996684,0.375,11.0,25.0,0.0
0.06381711318104116,0.40381774801268944,0.359375,15.0,50.0,1.0
0.051314464027419744,0.688950919729019,0.421875,8.0,100.0,2.0
0.03110575248151222,0.9010041410661503,0.1875,15.0,250.0,3.0
-0.02491811537109289,0.6380972246823128,0.671875,13.0,500.0,4.0
-0.033309384956990096,0.36718003965095375,0.296875,11.0,25.0,0.0
0.006281763915732125,0.519365545446732,0.34375,12.0,50.0,1.0
0.03976787426356595,0.6850561323845306,0.0625,9.0,100.0,2.0
0.004972632425142602,0.9685281084202161,0.34375,6.0,250.0,3.0
-0.024840035263674606,0.5933502832656464,0.40625,10.0,500.0,4.0
0.06576558289922403,0.37412972795160176,0.453125,14.0,25.0,0.0
-0.07649029642916376,0.47759669203541927,0.359375,14.0,50.0,1.0
0.05154977009377106,0.6234409833939754,0.484375,12.0,100.0,2.0
-0.023387197397460657,0.9030733286291958,0.21875,7.0,250.0,3.0
0.007805236816892964,0.6145267005556906,0.390625,15.0,500.0,4.0
-0.04020258249343639,0.2639234002323968,0.421875,13.0,25.0,0.0
0.023649309931342583,0.46435441404341105,0.140625,12.0,50.0,1.0
0.06644139608074646,0.6783185517468672,0.25,9.0,100.0,2.0
0.042924647024935814,0.9056918591248209,0.34375,12.0,250.0,3.0
0.0381043690097099,0.6115457680947187,0.21875,20.0,500.0,4.0
-0.030341127774466462,0.3097180719599096,0.375,13.0,25.0,0.0
-0.01180973837171731,0.40922476280566983,0.453125,15.0,50.0,1.0
0.01273698144410593,0.769393529968606,0.28125,11.0,100.0,2.0
0.05055179535538056,0.84149617937667,0.25,13.0,250.0,3.0
-0.039482062331231284,0.6002023885288096,0.046875,7.0,500.0,4.0
0.09033760153697261,0.2981519804000266,0.234375,6.0,25.0,0.0
0.056364329538005735,0.4988252041807482,0.203125,11.0,50.0,1.0
0.005813177708274883,0.698651964529013,0.359375,10.0,100.0,2.0
0.04066281695895217,0.8435842566354472,0.390625,10.0,250.0,3.0
-0.04309986255189791,0.6949101227529471,0.375,15.0,500.0,4.0
-0.043682059620523316,0.30767569065561234,0.34375,11.0,25.0,0.0
-0.010569508812139652,0.4631518193107568,0.0625,10.0,50.0,1.0
-0.105152177826854,0.6956513093132295,0.109375,8.0,100.0,2.0
-0.026903456788436426,0.9129246774709612,0.390625,8.0,250.0,3.0
-0.0406483196108909,0.6435572222541543,0.234375,11.0,500.0,4.0
0.08796829570329436,0.4058031343993822,0.40625,15.0,25.0,0.0
0.027780339834316707,0.4301315869277388,0.21875,10.0,50.0,1.0
0.03504492531377182,0.6365457390920989,0.328125,10.0,100.0,2.0
0.009134638796157548,0.7717290389940415,0.21875,7.0,250.0,3.0
0.02503337654000231,0.6260731095142219,0.34375,7.0,500.0,4.0
-0.06156855251745649,0.34415830454626123,0.0625,10.0,25.0,0.0
-0.10614917945086091,0.5419416354525927,0.421875,18.0,50.0,1.0
-0.09186612986782908,0.7116809975979266,0.21875,13.0,100.0,2.0
-0.10962753006688096,0.8776422100089615,0.078125,9.0,250.0,3.0
-0.0015458335437133052,0.6371165647350311,0.359375,14.0,500.0,4.0
-0.023723909283032543,0.33193971730681093,0.359375,14.0,25.0,0.0
-0.021613890857726557,0.5660740344556019,0.390625,15.0,50.0,1.0
-0.05655107831417918,0.6068651334075885,0.25,11.0,100.0,2.0
-0.07686189739132591,0.9405519485275273,0.265625,10.0,250.0,3.0
-0.007094427533267514,0.6482884979129229,0.109375,12.0,500.0,4.0
-0.017430145249709525,0.43639353620959725,0.171875,15.0,25.0,0.0
0.021683226927379704,0.49467818464015173,0.34375,14.0,50.0,1.0
-0.04837051080994211,0.6155459714211042,0.359375,10.0,100.0,2.0
0.01072387895560241,1.0164038094919974,0.328125,6.0,250.0,3.0
-0.0030819348286049075,0.6369490205472593,0.34375,16.0,500.0,4.0
-0.16820619222861127,0.3516664435599666,0.359375,10.0,25.0,0.0
-0.07442180706107608,0.48306470621167286,0.34375,16.0,50.0,1.0
-0.011168408391184511,0.7474136441977467,0.296875,8.0,100.0,2.0
-0.014124581098884561,0.8593229270748078,0.390625,15.0,250.0,3.0
-0.05162770226270888,0.5742693138234427,0.328125,16.0,500.0,4.0
0.05937120886340856,0.30670213139409785,0.390625,12.0,25.0,0.0
0.0496165515146649,0.5287018682078088,0.28125,8.0,50.0,1.0
-0.06522406465717258,0.7165426977964768,0.046875,8.0,100.0,2.0
0.06133924912662092,0.6857378851189949,0.4375,14.0,250.0,3.0
0.03851710536860408,0.6485861903772441,0.3125,10.0,500.0,4.0
0.018354840355549133,0.3809611567697165,0.046875,9.0,25.0,0.0
-0.08061139789278718,0.4434997071592132,0.421875,10.0,50.0,1.0
-0.1335940558278332,0.6660070793039723,0.328125,16.0,100.0,2.0
-0.06748002804130962,0.6761065225272144,0.40625,12.0,250.0,3.0
-0.05628202211345669,0.6313908226843571,0.421875,10.0,500.0,4.0
-0.07025767089034723,0.31621487285250416,0.296875,12.0,25.0,0.0
-0.09690404521768443,0.4265825570088402,0.109375,13.0,50.0,1.0
-0.040666558995565545,0.711864040317079,0.1875,13.0,100.0,2.0
-0.024494705900144107,0.8800328734664635,0.359375,8.0,250.0,3.0
-0.017526325235013233,0.5829743390090519,0.109375,8.0,500.0,4.0
-0.08162311792082279,0.29328138896189926,0.34375,19.0,25.0,0.0
0.044132729106036016,0.5382225812581034,0.359375,6.0,50.0,1.0
-0.075455450279209,0.7170161540464104,0.046875,8.0,100.0,2.0
0.02219066592703624,1.0240576600883426,0.34375,7.0,250.0,3.0
0.0010464122824493825,0.6920180366488325,0.453125,20.0,500.0,4.0
-0.016240893126006933,0.40305931536959244,0.3125,7.0,25.0,0.0
-0.09968878878072618,0.44757131801531863,0.46875,18.0,50.0,1.0
0.009096531526398756,0.7242309285454366,0.140625,13.0,100.0,2.0
-0.1261801125979043,0.9041877727649924,0.40625,13.0,250.0,3.0
0.021833882540012943,0.6485321615197045,0.34375,13.0,500.0,4.0
0.10322444916524695,0.3636610448994101,0.421875,21.0,25.0,0.0
-0.09892751862822334,0.4991002498915409,0.140625,11.0,50.0,1.0
0.0019204337122362568,0.6807083573256196,0.3125,9.0,100.0,2.0
-0.005103340802651664,0.8601496599365963,0.3125,9.0,250.0,3.0
-0.018719500997848332,0.607857502740405,0.34375,13.0,500.0,4.0
0.007825201188168715,0.2707118111758975,0.140625,10.0,25.0,0.0
-0.1564876929431585,0.4555685187883843,0.265625,6.0,50.0,1.0
0.012873138104395599,0.6236127120357455,0.328125,13.0,100.0,2.0
-0.08544025393480684,1.0070330507528795,0.109375,8.0,250.0,3.0
0.008084068314387979,0.6548630613000618,0.375,11.0,500.0,4.0
-0.15787751963161364,0.3942950998934841,0.140625,20.0,25.0,0.0
-0.010100034913167473,0.511063096928785,0.078125,8.0,50.0,1.0
-0.08703774706824727,0.6069752086033345,0.078125,12.0,100.0,2.0
-0.13664206753640767,0.9345726724791618,0.046875,8.0,250.0,3.0
-0.027329491148799304,0.6289715451507136,0.46875,18.0,500.0,4.0
0.07882380006118996,0.29883355946111445,0.46875,12.0,25.0,0.0
-0.10365976852501708,0.5036200734740602,0.09375,13.0,50.0,1.0
-0.09754356700396288,0.6729551454758341,0.375,8.0,100.0,2.0
-0.07237080485716584,1.0337996064451105,0.359375,9.0,250.0,3.0
-0.03532727004288387,0.6345344191751536,0.234375,23.0,500.0,4.0
0.04225883491188407,0.2986395738371224,0.40625,12.0,25.0,0.0
-0.035949086471628554,0.48502538131248,0.375,11.0,50.0,1.0
0.10420179301747653,0.6505845886096796,0.140625,6.0,100.0,2.0
0.14896476552146434,0.9273412488116531,0.109375,7.0,250.0,3.0
0.01637040068292764,0.5913729929640696,0.421875,9.0,500.0,4.0
-0.10433340958253354,0.2991116415057019,0.3125,12.0,25.0,0.0
-0.001123745922498916,0.40625129165840107,0.421875,13.0,50.0,1.0
-0.0014965036767963093,0.6921074299674322,0.265625,16.0,100.0,2.0
0.032020756613385604,0.9605792706036177,0.375,12.0,250.0,3.0
-0.041567328236437696,0.630898640367356,0.109375,10.0,500.0,4.0
-0.009803843553025493,0.36143295247835905,0.328125,14.0,25.0,0.0
0.006776321820585521,0.38663647628074915,0.3125,9.0,50.0,1.0
0.11496973501175453,0.6221128002739986,0.328125,9.0,100.0,2.0
0.028097065154371166,0.9383071646414527,0.421875,13.0,250.0,3.0
-0.012438785860253555,0.6693125712134252,0.296875,11.0,500.0,4.0
-0.04844782373245874,0.36022841098860314,0.109375,10.0,25.0,0.0
-0.15841853696201813,0.5151178067746275,0.375,8.0,50.0,1.0
-0.12153484597976535,0.6532328173898935,0.359375,6.0,100.0,2.0
-0.11414399865114745,0.6474864392431929,0.109375,12.0,250.0,3.0
-0.02276777659950378,0.6304977461958117,0.390625,12.0,500.0,4.0
-0.03893953082924926,0.38305766535419666,0.359375,10.0,25.0,0.0
-0.09961327287556394,0.42703431404418146,0.140625,11.0,50.0,1.0
0.010082576365220811,0.6079036591221894,0.109375,12.0,100.0,2.0
0.051871266594756146,0.8489851964120325,0.1875,6.0,250.0,3.0
-0.02684554316950192,0.6464660262103085,0.34375,12.0,500.0,4.0
0.05636470467090825,0.3452337117002623,0.328125,15.0,25.0,0.0
-0.040152990789211675,0.5631976853104947,0.109375,8.0,50.0,1.0
-0.011720910810513333,0.6527012569965086,0.4375,20.0,100.0,2.0
0.0635128223323715,0.9466027147570879,0.328125,12.0,250.0,3.0
0.06434701123781134,0.6145655538511392,0.328125,14.0,500.0,4.0
-0.06337470478525281,0.3705552170563817,0.359375,11.0,25.0,0.0
-0.030918899336237784,0.5556786742875575,0.125,12.0,50.0,1.0
-0.01638092878743708,0.7068123151712183,0.046875,9.0,100.0,2.0
-0.01711546194625077,0.9429418230504205,0.390625,15.0,250.0,3.0
-0.01854067543445383,0.652014662830347,0.078125,9.0,500.0,4.0
-0.07068736200882865,0.3437338256301585,0.328125,8.0,25.0,0.0
-0.13225759769916104,0.5533425574622376,0.390625,16.0,50.0,1.0
-0.049184962204783085,0.6945050534628201,0.109375,10.0,100.0,2.0
0.01223149834563951,0.8592730097444284,0.09375,8.0,250.0,3.0
0.04352229841334708,0.6684698655310459,0.421875,11.0,500.0,4.0
0.05786461957324371,0.3843588607090519,0.125,9.0,25.0,0.0
0.06558762324295048,0.47070292129092683,0.46875,14.0,50.0,1.0
0.05668455110770096,0.6939761924849862,0.40625,8.0,100.0,2.0
0.06791944418633183,0.8959137582076675,0.359375,8.0,250.0,3.0
0.013467881693392655,0.6452526852597154,0.34375,11.0,500.0,4.0
0.13078154867360814,0.365551436003508,0.328125,11.0,25.0,0.0
0.06815265353506367,0.4702528906075655,0.296875,9.0,50.0,1.0
0.0031503111515670313,0.6774376859298854,0.046875,7.0,100.0,2.0
0.09352813515680379,0.652498339686544,0.40625,17.0,250.0,3.0
0.040851627773744695,0.6809625267188014,0.421875,14.0,500.0,4.0
-0.03118358974791979,0.3250102690349215,0.421875,13.0,25.0,0.0
-0.05300467115225086,0.4643873169790208,0.28125,11.0,50.0,1.0
-0.06362806945139352,0.632012978954943,0.15625,8.0,100.0,2.0
-0.0787312985106111,0.9691049162602675,0.359375,7.0,250.0,3.0
-0.04607477870568186,0.6296617221583357,0.390625,12.0,500.0,4.0
-0.07529612866814261,0.3181677670606225,0.375,10.0,25.0,0.0
-0.02555562867312469,0.349789091781127,0.125,9.0,50.0,1.0
-0.07696040890370182,0.5614220147496556,0.421875,15.0,100.0,2.0
0.012998952478635476,0.8704222713700408,0.53125,20.0,250.0,3.0
0.014160598523818499,0.651302454407241,0.0625,10.0,500.0,4.0
0.06051431042616136,0.38035716716670775,0.375,15.0,25.0,0.0
0.08199089407994797,0.4905364894582164,0.375,13.0,50.0,1.0
-0.007529413256429841,0.6927306361509618,0.40625,14.0,100.0,2.0
-0.029164690066692964,0.8652913352277581,0.46875,14.0,250.0,3.0
0.0615055323311876,0.6181813576500118,0.34375,10.0,500.0,4.0
2.3969267018344437e-05,0.37626071557757507,0.375,13.0,25.0,0.0
-0.03739223991192759,0.521792619551923,0.390625,11.0,50.0,1.0
0.0004889581402216602,0.6593548451513396,0.609375,18.0,100.0,2.0
0.02176722078577044,0.8741888203120646,0.375,9.0,250.0,3.0
-0.028903845647138666,0.546675797625064,0.421875,16.0,500.0,4.0
-0.04169091961474282,0.3856993264772656,0.421875,13.0,25.0,0.0
-0.04508795083578453,0.43332606754791175,0.5,12.0,50.0,1.0
-0.0906289386728678,0.6182175702512014,0.328125,10.0,100.0,2.0
-0.09119956057949553,0.7382527839722418,0.25,12.0,250.0,3.0
0.028953515105513992,0.6060701363894052,0.046875,8.0,500.0,4.0
-0.13533902541648832,0.3492393108456694,0.171875,13.0,25.0,0.0
-0.09922115126975506,0.5638442075634323,0.375,12.0,50.0,1.0
-0.1271827967743758,0.6888952461489006,0.375,10.0,100.0,2.0
-0.029683504250577756,0.8645698822596947,0.453125,15.0,250.0,3.0
-0.04984666338400566,0.6420990736200747,0.265625,10.0,500.0,4.0
0.04698368597117941,0.4021696444806881,0.09375,13.0,25.0,0.0
0.015442943570899568,0.38655661766129096,0.328125,11.0,50.0,1.0
-0.0521384981532596,0.6738052224474035,0.46875,20.0,100.0,2.0
0.017154871638918205,0.886930471251139,0.140625,16.0,250.0,3.0
-0.011203276920290717,0.6637203778146319,0.03125,8.0,500.0,4.0
0.017513942881724524,0.4658694619125283,0.0625,9.0,25.0,0.0
0.007547768216745035,0.48114155529266067,0.0625,11.0,50.0,1.0
0.02033661845652932,0.6566324425730556,0.390625,8.0,100.0,2.0
0.11855511177238257,0.9160850567819511,0.3125,14.0,250.0,3.0
-3.8540756870669525e-05,0.6392259389851989,0.28125,10.0,500.0,4.0
-0.014739138322429993,0.3140185939226959,0.375,9.0,25.0,0.0
-0.1426917977289641,0.4452573198960523,0.4375,20.0,50.0,1.0
-0.10076875153333496,0.715279973671895,0.421875,13.0,100.0,2.0
-0.11726352476831581,0.9611309996992695,0.359375,7.0,250.0,3.0
-0.005520886257035695,0.6015601393976912,0.375,13.0,500.0,4.0
-0.0672234118548918,0.3145235474499779,0.15625,17.0,25.0,0.0
-0.15664332059112335,0.5341559627853197,0.4375,15.0,50.0,1.0
-0.024573387388411944,0.6717671586045467,0.390625,7.0,100.0,2.0
-0.09475673587469173,0.9010580434336335,0.234375,11.0,250.0,3.0
-0.011394521008519785,0.6367060532394072,0.15625,14.0,500.0,4.0
-0.016486926115691157,0.3534720444966143,0.390625,12.0,25.0,0.0
-0.07285232620203423,0.5230117016505803,0.375,8.0,50.0,1.0
-0.00022808557052764693,0.5921994462899648,0.359375,15.0,100.0,2.0
0.06486672503884192,0.8381803975276495,0.328125,20.0,250.0,3.0
0.008053416090162259,0.650055735732982,0.453125,17.0,500.0,4.0
0.020980335095275263,0.32898299474806214,0.328125,8.0,25.0,0.0
-0.08631474494620908,0.4746149419023284,0.328125,19.0,50.0,1.0
-0.1261077493166992,0.5913330670600805,0.40625,10.0,100.0,2.0
-0.04480447058812652,0.9173189427046438,0.453125,10.0,250.0,3.0
-0.032423376605419434,0.6379722589294994,0.09375,16.0,500.0,4.0
0.053616340689457566,0.32185090082139955,0.078125,8.0,25.0,0.0
0.03077609239195075,0.41237251825743326,0.375,18.0,50.0,1.0
0.06620064506563486,0.5941340164746702,0.125,10.0,100.0,2.0
0.043169813521711856,0.672561829171701,0.046875,10.0,250.0,3.0
0.009130797326099992,0.6444150937441216,0.09375,9.0,500.0,4.0
-0.024433368441218652,0.3471273004918987,0.421875,16.0,25.0,0.0
0.07565698793957769,0.5858626132117489,0.453125,22.0,50.0,1.0
0.1229497797171933,0.6466106808600909,0.375,9.0,100.0,2.0
-0.06597936534429796,0.9092112795402961,0.15625,9.0,250.0,3.0
0.001909436773157711,0.6314360273482061,0.03125,6.0,500.0,4.0
-0.03142832704705775,0.23538258104669083,0.4375,14.0,25.0,0.0
-0.02384603906928481,0.42265377062019743,0.453125,23.0,50.0,1.0
